id;key;name;title;releasedate;popularity_spot;popularity;winrate;banrate;averageKDA;pentas/match;blurb;attack;defense;magic;difficulty;role;rangetype;tags;partype;hp;hpperlevel;mp;mpperlevel;movespeed;armor;armorperlevel;spellblock;spellblockperlevel;attackrange;hpregen;hpregenperlevel;mpregen;mpregenperlevel;attackdamage;attackdamageperlevel;attackspeed;attackspeedperlevel;spell1_name;spell1_description;spell1_cost;spell1_cooldown;spell2_name;spell2_description;spell2_cost;spell2_cooldown;spell3_name;spell3_description;spell3_cost;spell3_cooldown;ulti_name;ulti_description;ulti_cost;ulti_cooldown
Corki;42;Corki;the Daring Bombardier;19/9/2009;168;1.0%;40.6%;0.3%;5.6/6.3/6.0;0.0005;The yordle pilot Corki loves two things above all others: flying, and his glamorous mustache... though not necessarily in that order. After leaving Bandle City, he settled in Piltover and fell in love with the wondrous machines he found there. He...;8;3;6;6;Middle;Ranged;Marksman;Mana;518;87;350.16;34;325;28;3.5;30;0.5;550;5.5;0.55;7.424;0.55;55;2.5;0.638;2.3;Phosphorus Bomb;Corki fires a flash bomb at a target location, dealing magic damage to enemies in the area. This attack additionally reveals units in the area for a duration.;60/70/80/90/100;8/8/8/8/8;Valkyrie;Corki flies a short distance, dropping bombs that create a trail of fire that damages opponents who remain in it.;100/100/100/100/100;20/19/18/17/16;Gatling Gun;Corki's gatling gun rapidly fires in a cone in front of him, dealing damage and reducing enemy Armor and Magic Resist.;50/50/50/50/50;16/16/16/16/16;Missile Barrage;Corki fires a missile toward his target location that explodes on impact, dealing damage to enemies in an area. Corki stores missiles over time, up to a maximum. Every 3rd missile fired will be a Big One, dealing extra damage.;20/20/20;2/2/2002
Darius;122;Darius;the Hand of Noxus;23/5/2012;29;8.5%;50.0%;20.6%;6.9/6.2/4.4;0.0029;There is no greater symbol of Noxian might than Darius, the nation's most feared and battle-hardened commander. Rising from humble origins to become the Hand of Noxus, he cleaves through the empire's enemies—many of them Noxians themselves. Knowing that...;9;5;1;2;Top;Melee;Fighter,Tank;Mana;582.24;100;263;37.5;340;39;4;32.1;1.25;175;10;0.95;6.6;0.35;64;5;0.625;1;Decimate;Darius winds up and swings his axe in a wide circle. Enemies struck by the blade take more damage than those struck by the handle. Darius heals based on enemy champions and large monsters hit by the blade.;30/35/40/45/50;9/8/7/6/5;Crippling Strike;Darius's next attack strikes an enemy's crucial artery. As they bleed out, their Movement Speed is slowed.;40/40/40/40/40;7/6.5/6/5.5/5;Apprehend;Darius hones his axe, passively causing his physical damage to ignore a percentage of his target's Armor. When activated, Darius sweeps up his enemies with his axe's hook and pulls them to him.;70/60/50/40/30;24/21/18/15/12;Noxian Guillotine;Darius leaps to an enemy champion and strikes a lethal blow, dealing true damage. This damage is increased for each stack of Hemorrhage on the target. If Noxian Guillotine is a killing blow, its cooldown is refreshed for a brief duration.;100/100/0;120/100/80
Diana;131;Diana;Scorn of the Moon;7/8/2012;31;8.5%;50.7%;2.9%;7.9/6.8/6.5;0.0010;Bearing her crescent moonblade, Diana fights as a warrior of the Lunari—a faith all but quashed in the lands around Mount Targon. Clad in shimmering armor the color of winter snow at night, she is a living embodiment of the silver moon's power. Imbued...;7;6;8;4;Jungle,Middle;Melee;Fighter,Mage;Mana;570;95;375;25;345;31;3.6;32.1;1.25;150;7.5;0.85;8;0.8;57;3;0.625;2.25;Crescent Strike;Unleashes a bolt of lunar energy in an arc dealing magic damage.<br><br>Afflicts enemies struck with Moonlight, revealing them if they are not stealthed for 3 seconds.;50/50/50/50/50;8/7.5/7/6.5/6;Pale Cascade;Diana creates three orbiting spheres that detonate on contact with enemies to deal damage in an area. She also gains a temporary shield that absorbs damage. If her third sphere detonates, the shield gains additional strength.;40/45/50/55/60;15/13.5/12/10.5/9;Lunar Rush;Becomes the living embodiment of the vengeful moon, dashing to an enemy and dealing magic damage.<br><br>Lunar Rush has no cooldown when used to dash to an enemy afflicted with Moonlight. All other enemies will have the Moonlight debuff removed regardless of whether they were the target of Lunar Rush.;40/45/50/55/60;22/20/18/16/14;Moonfall;Diana reveals and draws in all nearby enemies and slows them.<br><br>If Diana pulls in one or more enemy champions, the moonlight crashes down onto her after a short delay, dealing magic damage in an area around her, increased for each target beyond the first pulled.;100/100/100;100/90/80
Draven;119;Draven;the Glorious Executioner;2/9/2009;120;3.5%;51.2%;2.3%;4.5/5.3/6.0;0.0002;In Noxus, warriors known as Reckoners face one another in arenas where blood is spilled and strength tested—but none has ever been as celebrated as Draven. A former soldier, he found that the crowds uniquely appreciated his flair for the dramatic, and...;9;3;1;8;Bottom;Ranged;Marksman;Mana;574;88;360.56;39;330;29;3.3;30;0.5;550;3.75;0.7;8.042;0.65;60;3.61;0.679;2.7;Spinning Axe;Draven's next attack will deal bonus physical damage. This axe will ricochet off the target high up into the air. If Draven catches it, he automatically readies another Spinning Axe. Draven can have two Spinning Axes at once.;45/45/45/45/45;12/11/10/9/8;Blood Rush;Draven gains increased Movement Speed and Attack Speed. The Movement Speed bonus decreases rapidly over its duration. Catching a Spinning Axe will refresh the cooldown of Blood Rush.;40/35/30/25/20;12/12/12/12/12;Stand Aside;Draven throws his axes, dealing physical damage to targets hit and knocking them aside. Targets hit are slowed.;70/70/70/70/70;18/17/16/15/14;Whirling Death;Draven hurls two massive axes to deal physical damage to each unit struck. Whirling Death slowly reverses direction and returns to Draven after striking an enemy champion. Draven may also activate this ability while the axes are in flight to cause it to return early. Deals less damage for each unit hit and resets when the axes reverse direction.;100/100/100;100/90/80
DrMundo;36;Dr. Mundo;the Madman of Zaun;6/6/2012;73;5.2%;48.8%;21.3%;8.5/7.0/5.5;0.0035;Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the...;5;7;6;5;Top;Melee;Fighter,Tank;None;582.52;89;0;0;345;36;3.5;32.1;1.25;125;8;0.75;0;0;61.27;3.5;0.721;2.8;Infected Cleaver;Dr. Mundo hurls his cleaver, dealing damage equal to a portion of his target's current Health and slowing them for a short time. Dr. Mundo delights in the suffering of others, so he is returned a portion of the Health cost when he successfully lands a cleaver (doubled on killing blows).;0/0/0/0/0;4/4/4/4/4;Burning Agony;Dr. Mundo drains his Health to reduce the duration of disables and deal continual damage to nearby enemies.;0/0/0/0/0;4/4/4/4/4;Masochism;Dr. Mundo gains bonus attack damage based on his missing health, and his next basic attack headbutts his target for additional damage. Passively increases magic resist whenever Dr. Mundo is dealt magic damage or pays a health cost.;0/0/0/0/0;6/5.5/5/4.5/4;Sadism;Dr. Mundo sacrifices a portion of his Health for increased Movement Speed and drastically increased Health Regeneration.;0/0/0;110/100/90
Ekko;245;Ekko;the Boy Who Shattered Time;29/5/2015;63;5.9%;50.2%;1.3%;7.9/5.9/6.5;0.0014;A prodigy from the rough streets of Zaun, Ekko manipulates time to twist any situation to his advantage. Using his own invention, the Zero Drive, he explores the branching possibilities of reality to craft the perfect moment. Though he revels in this...;5;3;7;8;Jungle,Middle;Melee;Assassin,Fighter;Mana;585;85;280;50;340;32;3;32;1.25;125;9;0.9;7;0.8;58;3;0.688;3.3;Timewinder;Ekko throws a temporal grenade that expands into a time-distortion field upon hitting an enemy champion, slowing and damaging anyone caught inside. After a delay, the grenade rewinds back to Ekko, dealing damage on its return.;50/60/70/80/90;9/8.5/8/7.5/7;Parallel Convergence;Ekko's basic attacks deal bonus magic damage to low health enemies. He can cast Parallel Convergence to split the timeline, creating an anomaly after a few seconds that slows enemies caught inside. If Ekko enters the anomaly, he gains shielding and stuns enemies by suspending them in time.;30/35/40/45/50;22/20/18/16/14;Phase Dive;Ekko rolls evasively while charging up his Z-Drive. His next attack deals bonus damage and warps reality, teleporting him to his target.;40/45/50/55/60;9/8.5/8/7.5/7;Chronobreak;Ekko shatters his timeline, becoming untargetable and rewinding to a more favorable point in time. He returns to whenever he was a few seconds ago, and heals for a percentage of the damage received in that duration. Enemies near his arrival zone take massive damage.;100/100/100;110/80/50
Elise;60;Elise;the Spider Queen;26/10/2012;101;4.1%;50.2%;2.9%;8.0/5.9/7.5;0.0008;Elise is a deadly predator who dwells in a shuttered, lightless palace, deep within the oldest city of Noxus. Once mortal, she was the mistress of a powerful house, but the bite of a vile demigod transformed her into something beautiful, yet utterly...;6;5;7;9;Jungle;Ranged;Mage,Fighter;Mana;534;93;324;50;330;27;3.35;30;0.5;550;5.5;0.6;6;0.8;55;3;0.625;1.75;Neurotoxin / Venomous Bite;Human Form: Deals damage based upon how high the target's Health is.<br><br>Spider Form: Lunges at an enemy and deals damage based upon how low their Health is.;80/85/90/95/100;6/6/6/6/6;Volatile Spiderling / Skittering Frenzy;Human Form: Releases a venom-gorged Spiderling that explodes when it nears a target.<br><br>Spider Form: Elise and her Spiderlings gain Attack Speed.;60/70/80/90/100;12/12/12/12/12;Cocoon / Rappel;Human Form: Stuns the first enemy unit hit and reveals them if they are not stealthed.<br><br>Spider Form: Elise and her Spiderlings ascend into the air and then descend upon target enemy. After descending on an enemy target, Elise's bonus damage and healing from Spider Queen is increased.;50/50/50/50/50;12/11.5/11/10.5/10;Spider Form;Transforms into a menacing spider, reducing her attack range in exchange for movement speed, new abilities, and a Spiderling swarm that will attack her foes.;0/0/0/0;4/4/4/4
Evelynn;28;Evelynn;Agony's Embrace;1/5/2009;144;2.5%;48.9%;3.8%;9.0/5.8/6.9;0.0005;Within the dark seams of Runeterra, the demon Evelynn searches for her next victim. She lures in prey with the voluptuous façade of a human female, but once a person succumbs to her charms, Evelynn's true form is unleashed. She then subjects her victim...;4;2;7;10;Jungle;Melee;Assassin,Mage;Mana;572;84;315.6;42;335;37;3.5;32.1;1.25;125;8.5;0.75;8.108;0.6;61;3;0.667;2.1;Hate Spike;Evelynn strikes out with her Lasher, dealing damage to the first unit hit. Then, Evelynn can shoot a line of spikes at nearby foes up to 3 times.;40/45/50/55/60;0/0/0/0/0;Allure;Evelynn curses her target, causing her next attack or spell after a delay to charm her target and reduce their magic resist.;60/70/80/90/100;0/0/0/0/0;Whiplash;Evelynn whips her target with her Lasher, dealing damage. She then gains movement speed for a short duration.;40/45/50/55/60;8/8/8/8/8;Last Caress;Evelynn briefly goes untargetable and decimates the area in front of her before warping backwards a long distance.;100/100/100;140/110/80
Ezreal;81;Ezreal;the Prodigal Explorer;16/3/2010;5;17.2%;48.0%;7.6%;7.1/5.6/6.8;0.0011;A dashing adventurer, unknowingly gifted in the magical arts, Ezreal raids long-lost catacombs, tangles with ancient curses, and overcomes seemingly impossible odds with ease. His courage and bravado knowing no bounds, he prefers to improvise his way...;7;2;6;7;Bottom;Ranged;Marksman,Mage;Mana;500;86;375;50;325;22;3.5;30;0.5;550;4;0.55;8.5;0.65;60;2.5;0.625;2.5;Mystic Shot;Ezreal fires a damaging bolt of energy which reduces all of his cooldowns slightly if it strikes an enemy unit.;28/31/34/37/40;5.5/5.25/5/4.75/4.5;Essence Flux;Ezreal fires an orb that sticks to the first champion or objective hit. If Ezreal hits an enemy with the orb, it detonates and deals damage.;50/50/50/50/50;12/12/12/12/12;Arcane Shift;Ezreal teleports to a target nearby location and fires a homing bolt which strikes the nearest enemy unit. Prioritizes enemies stuck with Essence Flux.;90/90/90/90/90;25/22/19/16/13;Trueshot Barrage;Ezreal winds up before firing a powerful barrage of energy that deals massive damage to each unit it passes through (damage is reduced for minions and non-epic monsters).;100/100/100;120/120/120
Fiddlesticks;9;Fiddlesticks;the Ancient Fear;21/2/2009;126;3.3%;51.3%;1.6%;5.9/6.1/9.3;0.0003;Something has awoken in Runeterra. Something ancient. Something terrible. The ageless horror known as Fiddlesticks stalks the edges of mortal society, drawn to areas thick with paranoia where it feeds upon terrorized victims. Wielding a jagged scythe...;2;3;9;9;Jungle;Ranged;Mage,Support;Mana;580.4;92;500;28;335;34;3.5;30;0.5;480;5.5;0.6;8;0.8;55.36;2.625;0.625;2.11;Terrify;Fiddlesticks damaging enemies with spells while unseen or targeting an enemy with Terrify's activation strikes a target unit with fear, causing it to flee in terror for a duration.;65/65/65/65/65;15/14.5/14/13.5/13;Bountiful Harvest;Fiddlesticks drains health from nearby enemies, dealing bonus execute damage at the end of the duration.;60/65/70/75/80;9/8.5/8/7.5/7;Reap;Fiddlesticks slashes an area with its scythe, slowing all enemies hit and silencing enemies hit in the center of the slash.;40/45/50/55/60;10/9/8/7/6;Crowstorm;A murder of crows flock wildly around Fiddlesticks, dealing damage per second to all enemy units in the area.;100/100/100;140/110/80
Fiora;114;Fiora;the Grand Duelist;29/2/2012;90;4.5%;49.7%;7.2%;5.7/6.6/4.1;0.0009;The most feared duelist in all Valoran, Fiora is as renowned for her brusque manner and cunning mind as she is for the speed of her bluesteel rapier. Born to House Laurent in the kingdom of Demacia, Fiora took control of the family from her father in...;10;4;2;3;Top;Melee;Fighter,Assassin;Mana;550;85;300;40;345;33;3.5;32.1;1.25;150;8.5;0.55;8;0.7;68;3.3;0.69;3.2;Lunge;Fiora lunges in a direction and stabs a nearby enemy, dealing physical damage and applying on-hit effects.;20/25/30/35/40;16/14/12/10/8;Riposte;Fiora parries all incoming damage and disables for a short time, then stabs in a direction. This stab slows the first enemy champion hit, or stuns them if Fiora blocked an immobilizing effect with this ability.;50/50/50/50/50;24/22/20/18/16;Bladework;Fiora has increased attack speed for the next two attacks. The first attack slows the target, and the second attack will critically strike.;40/40/40/40/40;11/9.5/8/6.5/5;Grand Challenge;Fiora reveals all four Vitals on an enemy champion and gains movement speed while near them. If Fiora hits all 4 Vitals or if the target dies after she has hit at least one, Fiora and her allies in the area are healed over the next few seconds.;100/100/100;110/90/70
Fizz;105;Fizz;the Tidal Trickster;15/11/2011;109;4.0%;49.3%;6.4%;8.8/6.3/5.7;0.0009;Fizz is an amphibious yordle, who dwells among the reefs surrounding Bilgewater. He often retrieves and returns the tithes cast into the sea by superstitious captains, but even the saltiest of sailors know better than to cross him—for many are the tales...;6;4;7;6;Middle;Melee;Assassin,Fighter;Mana;570;98;317.2;37;335;22.412;3.4;32.1;1.25;175;8;0.7;6;0.8;58.04;3;0.658;3.1;Urchin Strike;Fizz dashes through his target, dealing magic damage and applying on hit effects.;50/50/50/50/50;8/7.5/7/6.5/6;Seastone Trident;Fizz's attacks bleed his enemies, dealing magic damage over several seconds. Fizz can empower his next attack to deal bonus damage and empower his further attacks for a short time.;30/40/50/60/70;7/6.5/6/5.5/5;Playful / Trickster;Fizz hops into the air, landing gracefully upon his spear and becoming untargetable. From this position, Fizz can either slam the ground or choose to jump again before smashing back down.;90/95/100/105/110;16/14.5/13/11.5/10;Chum the Waters;Fizz tosses a fish in a direction that attaches to any champion that touches it, slowing the target. After a short delay, a shark erupts from the ground, knocking up the target and knocking any nearby enemies aside. All enemies hit are dealt magic damage and slowed.;100/100/100;100/85/70
